5.219350000000000378e+00,-1.189240000000000030e+01,2.645589999999999886e+00
-5.483950000000000102e+00,-6.328100000000000058e+00,9.048149999999999693e+00
2.863715000000000011e+00,-1.161735000000000007e+01,2.367024999999999935e+00
2.084719999999999906e+00,-1.177694999999999936e+00,-1.994650000000000034e+00
6.999349999999999739e+00,-5.090550000000000352e+00,-1.520664999999999978e+01
8.272600000000000620e+00,-1.172819999999999974e+00,-2.637265000000000192e+00
8.403150000000000119e+00,-3.358049999999999979e+00,-1.778154999999999930e+00
5.873050000000000104e+00,1.124460000000000015e+01,4.489760000000000417e+00
-8.496599999999999708e-01,-6.689650000000000318e+00,6.965449999999999697e+00
-3.246919999999999806e+00,9.512100000000000222e+00,-1.079979999999999940e+01
2.524840000000000195e+00,-1.078314999999999912e+01,1.693904999999999994e+00
2.084719999999999906e+00,-1.177694999999999936e+00,-1.994650000000000034e+00
1.577935000000000088e+00,8.333149999999999835e+00,-3.110619999999999941e+00
-6.784350000000000103e-01,-9.793100000000000804e+00,-1.019795000000000051e+01
9.001699999999999591e+00,6.789550000000000196e+00,3.698199999999999932e+00
-7.398200000000000109e+00,-4.113665000000000127e+00,8.443649999999999878e+00
-6.159099999999999575e+00,2.334509999999999863e+00,-1.363524999999999920e+01
3.945930000000000271e-01,8.274549999999999628e+00,4.089590000000000281e+00
-9.856500000000000261e-01,-8.308099999999999596e+00,5.979049999999999976e+00
3.641395000000000048e-01,8.561500000000000554e+00,-3.845969999999999889e+00
