1.043870000000000076e+01,-2.378480000000000061e+01,5.291179999999999772e+00,1.672129999999999939e+01,-1.909120000000000061e+01,5.246570000000000178e+00
-1.096790000000000020e+01,-1.265620000000000012e+01,1.809629999999999939e+01,-6.778340000000000032e+00,-6.796429999999999971e+00,2.475120000000000076e+01
5.727430000000000021e+00,-2.323470000000000013e+01,4.734049999999999869e+00,4.612429999999999808e+00,-1.879129999999999967e+01,-2.881559999999999899e+00
4.169439999999999813e+00,-2.355389999999999873e+00,-3.989300000000000068e+00,7.040029999999999788e+00,2.925300000000000122e-02,-3.675720000000000098e+00
1.399869999999999948e+01,-1.018110000000000070e+01,-3.041329999999999956e+01,1.383730000000000082e+01,-4.329279999999999795e-01,-3.248980000000000246e+01
1.654520000000000124e+01,-2.345639999999999947e+00,-5.274530000000000385e+00,1.732669999999999888e+01,5.164019999999999833e+00,-2.680870000000000086e+00
1.680630000000000024e+01,-6.716099999999999959e+00,-3.556309999999999860e+00,1.651610000000000156e+01,-7.881110000000000060e-01,-5.274530000000000385e+00
1.174610000000000021e+01,2.248920000000000030e+01,8.979520000000000834e+00,1.723590000000000089e+01,1.427699999999999925e+01,8.634420000000000428e+00
-1.699319999999999942e+00,-1.337930000000000064e+01,1.393089999999999939e+01,-2.117579999999999796e+00,-6.013069999999999915e+00,2.046180000000000021e+01
-6.493839999999999613e+00,1.902420000000000044e+01,-2.159959999999999880e+01,-1.042479999999999940e+01,1.097850000000000037e+01,-1.814270000000000138e+01
5.049680000000000391e+00,-2.156629999999999825e+01,3.387809999999999988e+00,5.167169999999999597e+00,-1.893740000000000023e+01,-5.274530000000000385e+00
4.169439999999999813e+00,-2.355389999999999873e+00,-3.989300000000000068e+00,6.978119999999999656e+00,-1.083019999999999960e+01,-1.318650000000000100e+00
3.155870000000000175e+00,1.666629999999999967e+01,-6.221239999999999881e+00,5.583470000000000155e+00,1.593309999999999960e+01,-3.149550000000000072e+00
-1.356870000000000021e+00,-1.958620000000000161e+01,-2.039590000000000103e+01,8.517649999999999721e+00,-2.057620000000000005e+01,-2.037450000000000117e+01
1.800339999999999918e+01,1.357910000000000039e+01,7.396399999999999864e+00,1.215210000000000079e+01,2.160279999999999845e+01,8.308550000000000324e+00
-1.479640000000000022e+01,-8.227330000000000254e+00,1.688729999999999976e+01,-1.529390000000000072e+01,-3.255250000000000199e+00,2.543840000000000146e+01
-1.231819999999999915e+01,4.669019999999999726e+00,-2.727049999999999841e+01,-1.339930000000000021e+01,-3.746070000000000011e+00,-3.038390000000000057e+01
7.891860000000000541e-01,1.654909999999999926e+01,8.179180000000000561e+00,-3.155870000000000175e+00,9.710789999999999367e+00,1.359830000000000005e+01
-1.971300000000000052e+00,-1.661619999999999919e+01,1.195809999999999995e+01,6.068990000000000329e+00,-2.228320000000000078e+01,1.064339999999999975e+01
7.282790000000000097e-01,1.712300000000000111e+01,-7.691939999999999777e+00,9.062970000000000192e-01,1.803419999999999845e+01,-1.712280000000000157e+01
