1.565805000000000113e+01,-3.567719999999999914e+01,7.936769999999999214e+00
-1.645185000000000031e+01,-1.898430000000000106e+01,2.714444999999999908e+01
8.591145000000000920e+00,-3.485204999999999842e+01,7.101074999999999804e+00
6.254159999999999719e+00,-3.533084999999999809e+00,-5.983950000000000102e+00
2.099804999999999922e+01,-1.527165000000000106e+01,-4.561995000000000289e+01
2.481780000000000186e+01,-3.518460000000000143e+00,-7.911795000000000577e+00
2.520945000000000036e+01,-1.007414999999999949e+01,-5.334464999999999790e+00
1.761915000000000120e+01,3.373380000000000223e+01,1.346928000000000125e+01
-2.548979999999999801e+00,-2.006895000000000095e+01,2.089634999999999820e+01
-9.740759999999999863e+00,2.853630000000000067e+01,-3.239939999999999998e+01
7.574520000000000586e+00,-3.234944999999999737e+01,5.081714999999999982e+00
6.254159999999999719e+00,-3.533084999999999809e+00,-5.983950000000000102e+00
4.733805000000000263e+00,2.499944999999999951e+01,-9.331859999999998934e+00
-2.035305000000000142e+00,-2.937930000000000064e+01,-3.059385000000000332e+01
2.700509999999999877e+01,2.036865000000000236e+01,1.109459999999999980e+01
-2.219460000000000122e+01,-1.234099499999999949e+01,2.533095000000000141e+01
-1.847729999999999961e+01,7.003529999999999589e+00,-4.090574999999999761e+01
1.183779000000000137e+00,2.482365000000000066e+01,1.226876999999999995e+01
-2.956949999999999967e+00,-2.492429999999999879e+01,1.793714999999999904e+01
1.092418499999999959e+00,2.568449999999999989e+01,-1.153791000000000011e+01
