3.712135783814376850e+02 2.457426200444269000e+02 0.000000000000000000e+00
-1.096790000000000020e+01 -1.265620000000000012e+01 0.000000000000000000e+00
5.727430000000000021e+00 -2.323470000000000013e+01 0.000000000000000000e+00
4.169439999999999813e+00 -2.355389999999999873e+00 0.000000000000000000e+00
1.399869999999999948e+01 -1.018110000000000070e+01 0.000000000000000000e+00
1.654520000000000124e+01 -2.345639999999999947e+00 0.000000000000000000e+00
1.680630000000000024e+01 -6.716099999999999959e+00 0.000000000000000000e+00
1.174610000000000021e+01 2.248920000000000030e+01 0.000000000000000000e+00
-1.699319999999999942e+00 -1.337930000000000064e+01 0.000000000000000000e+00
-6.493839999999999613e+00 1.902420000000000044e+01 0.000000000000000000e+00
5.049680000000000391e+00 -2.156629999999999825e+01 0.000000000000000000e+00
4.169439999999999813e+00 -2.355389999999999873e+00 0.000000000000000000e+00
3.155870000000000175e+00 1.666629999999999967e+01 0.000000000000000000e+00
-1.356870000000000021e+00 -1.958620000000000161e+01 0.000000000000000000e+00
1.800339999999999918e+01 1.357910000000000039e+01 0.000000000000000000e+00
-1.479640000000000022e+01 -8.227330000000000254e+00 0.000000000000000000e+00
-1.231819999999999915e+01 4.669019999999999726e+00 0.000000000000000000e+00
7.891860000000000541e-01 1.654909999999999926e+01 0.000000000000000000e+00
-1.971300000000000052e+00 -1.661619999999999919e+01 0.000000000000000000e+00
7.282790000000000097e-01 1.712300000000000111e+01 0.000000000000000000e+00
3.466070691745404474e+03 2.557846103838575345e+03 0.000000000000000000e+00
-1.119026055567884370e+00 1.119026055567882594e+00 0.000000000000000000e+00
5.727430000000000021e+00 -2.323470000000000013e+01 0.000000000000000000e+00
4.169439999999999813e+00 -2.355389999999999873e+00 0.000000000000000000e+00
1.399869999999999948e+01 -1.018110000000000070e+01 0.000000000000000000e+00
1.654520000000000124e+01 -2.345639999999999947e+00 0.000000000000000000e+00
1.680630000000000024e+01 -6.716099999999999959e+00 0.000000000000000000e+00
1.174610000000000021e+01 2.248920000000000030e+01 0.000000000000000000e+00
-1.699319999999999942e+00 -1.337930000000000064e+01 0.000000000000000000e+00
-6.493839999999999613e+00 1.902420000000000044e+01 0.000000000000000000e+00
5.049680000000000391e+00 -2.156629999999999825e+01 0.000000000000000000e+00
4.169439999999999813e+00 -2.355389999999999873e+00 0.000000000000000000e+00
3.155870000000000175e+00 1.666629999999999967e+01 0.000000000000000000e+00
-1.356870000000000021e+00 -1.958620000000000161e+01 0.000000000000000000e+00
1.800339999999999918e+01 1.357910000000000039e+01 0.000000000000000000e+00
-1.479640000000000022e+01 -8.227330000000000254e+00 0.000000000000000000e+00
-1.231819999999999915e+01 4.669019999999999726e+00 0.000000000000000000e+00
7.891860000000000541e-01 1.654909999999999926e+01 0.000000000000000000e+00
-1.971300000000000052e+00 -1.661619999999999919e+01 0.000000000000000000e+00
7.282790000000000097e-01 1.712300000000000111e+01 0.000000000000000000e+00
3.466070691745404474e+03 2.557846103838575345e+03 0.000000000000000000e+00
-7.963092654495260092e+01 -1.086924288778098173e+02 0.000000000000000000e+00
-1.374318104795095863e-01 1.374318104795051454e-01 0.000000000000000000e+00
4.169439999999999813e+00 -2.355389999999999873e+00 0.000000000000000000e+00
1.399869999999999948e+01 -1.018110000000000070e+01 0.000000000000000000e+00
1.654520000000000124e+01 -2.345639999999999947e+00 0.000000000000000000e+00
1.680630000000000024e+01 -6.716099999999999959e+00 0.000000000000000000e+00
1.174610000000000021e+01 2.248920000000000030e+01 0.000000000000000000e+00
-1.699319999999999942e+00 -1.337930000000000064e+01 0.000000000000000000e+00
-6.493839999999999613e+00 1.902420000000000044e+01 0.000000000000000000e+00
5.049680000000000391e+00 -2.156629999999999825e+01 0.000000000000000000e+00
4.169439999999999813e+00 -2.355389999999999873e+00 0.000000000000000000e+00
3.155870000000000175e+00 1.666629999999999967e+01 0.000000000000000000e+00
-1.356870000000000021e+00 -1.958620000000000161e+01 0.000000000000000000e+00
1.800339999999999918e+01 1.357910000000000039e+01 0.000000000000000000e+00
-1.479640000000000022e+01 -8.227330000000000254e+00 0.000000000000000000e+00
-1.231819999999999915e+01 4.669019999999999726e+00 0.000000000000000000e+00
7.891860000000000541e-01 1.654909999999999926e+01 0.000000000000000000e+00
-1.971300000000000052e+00 -1.661619999999999919e+01 0.000000000000000000e+00
7.282790000000000097e-01 1.712300000000000111e+01 0.000000000000000000e+00
3.466070691745404474e+03 2.557846103838575345e+03 0.000000000000000000e+00
-7.963092654495260092e+01 -1.086924288778098173e+02 0.000000000000000000e+00
2.400125221465312819e+01 -9.605793016017014452e+01 0.000000000000000000e+00
3.178543156891425969e+00 -3.178543156891425969e+00 0.000000000000000000e+00
1.399869999999999948e+01 -1.018110000000000070e+01 0.000000000000000000e+00
1.654520000000000124e+01 -2.345639999999999947e+00 0.000000000000000000e+00
1.680630000000000024e+01 -6.716099999999999959e+00 0.000000000000000000e+00
1.174610000000000021e+01 2.248920000000000030e+01 0.000000000000000000e+00
-1.699319999999999942e+00 -1.337930000000000064e+01 0.000000000000000000e+00
-6.493839999999999613e+00 1.902420000000000044e+01 0.000000000000000000e+00
